ticket_number,total_spent,total_quantity_articles,datetime,year,month,day,hour,minute,dayofweek,is_weekend
150040,4.5,4.0,2021-01-02 08:38:00,2021,1,2,8,38,5,1
150041,3.55,3.0,2021-01-02 09:14:00,2021,1,2,9,14,5,1
150042,6.0,5.0,2021-01-02 09:25:00,2021,1,2,9,25,5,1
150043,5.1000000000000005,5.0,2021-01-02 09:25:00,2021,1,2,9,25,5,1
150044,1.05,1.0,2021-01-02 09:27:00,2021,1,2,9,27,5,1
150045,10.2,9.0,2021-01-02 09:32:00,2021,1,2,9,32,5,1
150046,21.0,18.0,2021-01-02 09:37:00,2021,1,2,9,37,5,1
150048,3.3000000000000003,3.0,2021-01-02 09:39:00,2021,1,2,9,39,5,1
150049,3.4000000000000004,3.0,2021-01-02 09:40:00,2021,1,2,9,40,5,1
150050,2.4,2.0,2021-01-02 09:41:00,2021,1,2,9,41,5,1
150051,1.15,1.0,2021-01-02 09:46:00,2021,1,2,9,46,5,1
150052,3.15,3.0,2021-01-02 09:48:00,2021,1,2,9,48,5,1
150053,8.2,3.0,2021-01-02 09:48:00,2021,1,2,9,48,5,1
150054,4.4,3.0,2021-01-02 09:49:00,2021,1,2,9,49,5,1
150055,4.8,4.0,2021-01-02 09:57:00,2021,1,2,9,57,5,1
150056,8.65,8.0,2021-01-02 09:58:00,2021,1,2,9,58,5,1
150058,7.0,6.0,2021-01-02 10:03:00,2021,1,2,10,3,5,1
150059,4.8,4.0,2021-01-02 10:04:00,2021,1,2,10,4,5,1
150060,4.8,4.0,2021-01-02 10:05:00,2021,1,2,10,5,5,1
150061,3.8,4.0,2021-01-02 10:12:00,2021,1,2,10,12,5,1
150062,5.85,6.0,2021-01-02 10:17:00,2021,1,2,10,17,5,1
150063,18.5,7.0,2021-01-02 10:18:00,2021,1,2,10,18,5,1
150064,3.5,1.0,2021-01-02 10:22:00,2021,1,2,10,22,5,1
150065,5.5,3.0,2021-01-02 10:22:00,2021,1,2,10,22,5,1
150066,6.7,6.0,2021-01-02 10:24:00,2021,1,2,10,24,5,1
150067,3.4000000000000004,3.0,2021-01-02 10:24:00,2021,1,2,10,24,5,1
150068,1.2,2.0,2021-01-02 10:25:00,2021,1,2,10,25,5,1
150069,12.75,6.0,2021-01-02 10:29:00,2021,1,2,10,29,5,1
150070,5.65,5.0,2021-01-02 10:33:00,2021,1,2,10,33,5,1
150071,9.4,8.0,2021-01-02 10:34:00,2021,1,2,10,34,5,1
150072,1.2,1.0,2021-01-02 10:39:00,2021,1,2,10,39,5,1
150073,1.2,1.0,2021-01-02 10:40:00,2021,1,2,10,40,5,1
150074,0.6,1.0,2021-01-02 10:42:00,2021,1,2,10,42,5,1
150075,1.95,2.0,2021-01-02 10:44:00,2021,1,2,10,44,5,1
150076,2.4,2.0,2021-01-02 10:46:00,2021,1,2,10,46,5,1
150077,6.1,5.0,2021-01-02 10:49:00,2021,1,2,10,49,5,1
150078,13.2,2.0,2021-01-02 10:50:00,2021,1,2,10,50,5,1
150079,11.3,4.0,2021-01-02 10:51:00,2021,1,2,10,51,5,1
150080,5.7,5.0,2021-01-02 10:53:00,2021,1,2,10,53,5,1
150081,1.2,1.0,2021-01-02 10:54:00,2021,1,2,10,54,5,1
150082,4.8,4.0,2021-01-02 10:54:00,2021,1,2,10,54,5,1
150083,1.2,1.0,2021-01-02 10:54:00,2021,1,2,10,54,5,1
150084,11.45,10.0,2021-01-02 10:55:00,2021,1,2,10,55,5,1
150085,4.8,4.0,2021-01-02 10:56:00,2021,1,2,10,56,5,1
150086,4.65,4.0,2021-01-02 10:57:00,2021,1,2,10,57,5,1
150087,1.8,2.0,2021-01-02 10:58:00,2021,1,2,10,58,5,1
150088,2.4,2.0,2021-01-02 11:04:00,2021,1,2,11,4,5,1
150089,0.9,1.0,2021-01-02 11:06:00,2021,1,2,11,6,5,1
150090,5.7,5.0,2021-01-02 11:08:00,2021,1,2,11,8,5,1
150091,14.3,8.0,2021-01-02 11:13:00,2021,1,2,11,13,5,1
150092,8.4,8.0,2021-01-02 11:14:00,2021,1,2,11,14,5,1
150093,1.7999999999999998,2.0,2021-01-02 11:14:00,2021,1,2,11,14,5,1
150094,5.25,5.0,2021-01-02 11:15:00,2021,1,2,11,15,5,1
150095,9.6,8.0,2021-01-02 11:16:00,2021,1,2,11,16,5,1
150096,4.9,4.0,2021-01-02 11:17:00,2021,1,2,11,17,5,1
150097,1.2,1.0,2021-01-02 11:18:00,2021,1,2,11,18,5,1
150098,4.1,4.0,2021-01-02 11:19:00,2021,1,2,11,19,5,1
150099,1.05,1.0,2021-01-02 11:19:00,2021,1,2,11,19,5,1
150100,2.55,2.0,2021-01-02 11:20:00,2021,1,2,11,20,5,1
150101,19.05,7.0,2021-01-02 11:22:00,2021,1,2,11,22,5,1
150102,0.9,1.0,2021-01-02 11:22:00,2021,1,2,11,22,5,1
150103,10.1,3.0,2021-01-02 11:23:00,2021,1,2,11,23,5,1
150104,4.0,4.0,2021-01-02 11:24:00,2021,1,2,11,24,5,1
150105,15.450000000000001,4.0,2021-01-02 11:25:00,2021,1,2,11,25,5,1
150106,4.2,2.0,2021-01-02 11:26:00,2021,1,2,11,26,5,1
150107,1.8,2.0,2021-01-02 11:29:00,2021,1,2,11,29,5,1
150108,1.2,1.0,2021-01-02 11:30:00,2021,1,2,11,30,5,1
150109,10.85,8.0,2021-01-02 11:30:00,2021,1,2,11,30,5,1
150110,15.35,4.0,2021-01-02 11:33:00,2021,1,2,11,33,5,1
150111,1.2,1.0,2021-01-02 11:34:00,2021,1,2,11,34,5,1
150112,14.850000000000001,4.0,2021-01-02 11:34:00,2021,1,2,11,34,5,1
150113,21.5,6.0,2021-01-02 11:44:00,2021,1,2,11,44,5,1
150114,1.2,1.0,2021-01-02 11:45:00,2021,1,2,11,45,5,1
150115,2.1,2.0,2021-01-02 11:45:00,2021,1,2,11,45,5,1
150116,3.6,4.0,2021-01-02 11:45:00,2021,1,2,11,45,5,1
150117,3.3,2.0,2021-01-02 11:46:00,2021,1,2,11,46,5,1
150118,3.5999999999999996,3.0,2021-01-02 11:46:00,2021,1,2,11,46,5,1
150119,16.3,9.0,2021-01-02 11:48:00,2021,1,2,11,48,5,1
150120,6.0,5.0,2021-01-02 11:49:00,2021,1,2,11,49,5,1
150121,2.1,2.0,2021-01-02 11:49:00,2021,1,2,11,49,5,1
150122,5.5,3.0,2021-01-02 11:50:00,2021,1,2,11,50,5,1
150123,12.0,1.0,2021-01-02 11:51:00,2021,1,2,11,51,5,1
150124,0.9,1.0,2021-01-02 11:51:00,2021,1,2,11,51,5,1
150125,3.3,4.0,2021-01-02 11:52:00,2021,1,2,11,52,5,1
150126,1.05,1.0,2021-01-02 11:53:00,2021,1,2,11,53,5,1
150127,1.2,1.0,2021-01-02 11:53:00,2021,1,2,11,53,5,1
150128,0.9,1.0,2021-01-02 11:54:00,2021,1,2,11,54,5,1
150129,2.1,2.0,2021-01-02 11:58:00,2021,1,2,11,58,5,1
150130,1.05,1.0,2021-01-02 11:59:00,2021,1,2,11,59,5,1
150131,1.2,1.0,2021-01-02 12:00:00,2021,1,2,12,0,5,1
150132,6.0,5.0,2021-01-02 12:01:00,2021,1,2,12,1,5,1
150133,2.75,3.0,2021-01-02 12:03:00,2021,1,2,12,3,5,1
150134,1.05,1.0,2021-01-02 12:03:00,2021,1,2,12,3,5,1
150135,12.0,5.0,2021-01-02 12:08:00,2021,1,2,12,8,5,1
150136,2.8,2.0,2021-01-02 12:09:00,2021,1,2,12,9,5,1
150137,2.4,2.0,2021-01-02 12:09:00,2021,1,2,12,9,5,1
150138,9.2,2.0,2021-01-02 12:10:00,2021,1,2,12,10,5,1
150139,9.1,3.0,2021-01-02 12:11:00,2021,1,2,12,11,5,1
150140,3.15,3.0,2021-01-02 12:12:00,2021,1,2,12,12,5,1
150141,0.9,1.0,2021-01-02 12:12:00,2021,1,2,12,12,5,1
150142,0.9,1.0,2021-01-02 12:13:00,2021,1,2,12,13,5,1
150143,7.0,1.0,2021-01-02 12:13:00,2021,1,2,12,13,5,1
150144,2.55,2.0,2021-01-02 12:15:00,2021,1,2,12,15,5,1
150145,3.5999999999999996,3.0,2021-01-02 12:16:00,2021,1,2,12,16,5,1
150146,1.65,2.0,2021-01-02 12:18:00,2021,1,2,12,18,5,1
150147,20.8,6.0,2021-01-02 12:19:00,2021,1,2,12,19,5,1
150148,3.0,3.0,2021-01-02 12:20:00,2021,1,2,12,20,5,1
150149,1.2,1.0,2021-01-02 12:21:00,2021,1,2,12,21,5,1
150150,0.9,1.0,2021-01-02 12:21:00,2021,1,2,12,21,5,1
150151,3.6,4.0,2021-01-02 12:21:00,2021,1,2,12,21,5,1
150152,1.8,2.0,2021-01-02 12:22:00,2021,1,2,12,22,5,1
150153,1.65,2.0,2021-01-02 12:22:00,2021,1,2,12,22,5,1
150154,3.9,3.0,2021-01-02 12:23:00,2021,1,2,12,23,5,1
150155,7.9,2.0,2021-01-02 12:23:00,2021,1,2,12,23,5,1
150156,2.4,2.0,2021-01-02 12:24:00,2021,1,2,12,24,5,1
150157,1.2,1.0,2021-01-02 12:25:00,2021,1,2,12,25,5,1
150158,4.2,4.0,2021-01-02 12:25:00,2021,1,2,12,25,5,1
150159,16.3,10.0,2021-01-02 12:28:00,2021,1,2,12,28,5,1
150160,1.25,1.0,2021-01-02 12:29:00,2021,1,2,12,29,5,1
150161,1.2,1.0,2021-01-02 12:29:00,2021,1,2,12,29,5,1
150162,22.55,13.0,2021-01-02 12:32:00,2021,1,2,12,32,5,1
150163,1.65,2.0,2021-01-02 12:33:00,2021,1,2,12,33,5,1
150164,18.9,3.0,2021-01-02 12:34:00,2021,1,2,12,34,5,1
150165,13.1,6.0,2021-01-02 12:36:00,2021,1,2,12,36,5,1
150166,1.05,1.0,2021-01-02 12:36:00,2021,1,2,12,36,5,1
150167,4.95,2.0,2021-01-02 12:37:00,2021,1,2,12,37,5,1
150168,2.4,2.0,2021-01-02 12:38:00,2021,1,2,12,38,5,1
150169,2.4,2.0,2021-01-02 12:38:00,2021,1,2,12,38,5,1
150170,1.2,1.0,2021-01-02 12:39:00,2021,1,2,12,39,5,1
150171,2.1,2.0,2021-01-02 12:39:00,2021,1,2,12,39,5,1
150172,2.4,2.0,2021-01-02 12:39:00,2021,1,2,12,39,5,1
150173,13.05,5.0,2021-01-02 12:40:00,2021,1,2,12,40,5,1
150174,3.5999999999999996,3.0,2021-01-02 12:41:00,2021,1,2,12,41,5,1
150175,3.1,2.0,2021-01-02 12:42:00,2021,1,2,12,42,5,1
150176,2.4,2.0,2021-01-02 12:42:00,2021,1,2,12,42,5,1
150177,3.4,3.0,2021-01-02 12:43:00,2021,1,2,12,43,5,1
150178,1.05,1.0,2021-01-02 12:43:00,2021,1,2,12,43,5,1
150179,10.1,3.0,2021-01-02 12:44:00,2021,1,2,12,44,5,1
150180,1.2,1.0,2021-01-02 12:45:00,2021,1,2,12,45,5,1
150181,0.9,1.0,2021-01-02 12:45:00,2021,1,2,12,45,5,1
150182,2.55,2.0,2021-01-02 12:46:00,2021,1,2,12,46,5,1
150183,1.05,1.0,2021-01-02 12:47:00,2021,1,2,12,47,5,1
150184,10.65,3.0,2021-01-02 12:48:00,2021,1,2,12,48,5,1
150185,10.1,3.0,2021-01-02 12:50:00,2021,1,2,12,50,5,1
150186,2.4,2.0,2021-01-02 12:50:00,2021,1,2,12,50,5,1
150187,15.5,7.0,2021-01-02 12:51:00,2021,1,2,12,51,5,1
150188,24.0,2.0,2021-01-02 12:53:00,2021,1,2,12,53,5,1
150189,9.35,8.0,2021-01-02 12:54:00,2021,1,2,12,54,5,1
150190,9.8,3.0,2021-01-02 12:55:00,2021,1,2,12,55,5,1
150191,3.15,3.0,2021-01-02 12:55:00,2021,1,2,12,55,5,1
150192,1.6,1.0,2021-01-02 12:56:00,2021,1,2,12,56,5,1
150193,3.9,3.0,2021-01-02 12:57:00,2021,1,2,12,57,5,1
150194,7.9,2.0,2021-01-02 12:58:00,2021,1,2,12,58,5,1
150195,2.5,2.0,2021-01-02 12:58:00,2021,1,2,12,58,5,1
150196,9.8,2.0,2021-01-02 12:59:00,2021,1,2,12,59,5,1
150197,1.8,2.0,2021-01-02 13:00:00,2021,1,2,13,0,5,1
150198,1.8,2.0,2021-01-02 13:01:00,2021,1,2,13,1,5,1
150199,5.8500000000000005,4.0,2021-01-02 13:03:00,2021,1,2,13,3,5,1
150200,1.65,2.0,2021-01-02 13:05:00,2021,1,2,13,5,5,1
150201,2.8,2.0,2021-01-02 13:06:00,2021,1,2,13,6,5,1
150202,3.85,4.0,2021-01-02 13:07:00,2021,1,2,13,7,5,1
150203,1.25,2.0,2021-01-02 13:09:00,2021,1,2,13,9,5,1
150204,14.0,2.0,2021-01-02 13:10:00,2021,1,2,13,10,5,1
150205,1.95,2.0,2021-01-02 13:14:00,2021,1,2,13,14,5,1
150206,11.6,5.0,2021-01-02 13:17:00,2021,1,2,13,17,5,1
150207,1.25,2.0,2021-01-02 13:19:00,2021,1,2,13,19,5,1
150208,1.25,2.0,2021-01-02 13:19:00,2021,1,2,13,19,5,1
150209,1.65,2.0,2021-01-02 13:21:00,2021,1,2,13,21,5,1
150210,1.95,2.0,2021-01-02 13:22:00,2021,1,2,13,22,5,1
150211,9.95,3.0,2021-01-02 13:24:00,2021,1,2,13,24,5,1
150212,2.15,2.0,2021-01-02 13:25:00,2021,1,2,13,25,5,1
150213,8.0,1.0,2021-01-02 13:25:00,2021,1,2,13,25,5,1
150214,2.9000000000000004,2.0,2021-01-02 13:28:00,2021,1,2,13,28,5,1
150215,0.45,1.0,2021-01-02 13:30:00,2021,1,2,13,30,5,1
150216,1.25,2.0,2021-01-02 13:33:00,2021,1,2,13,33,5,1
150217,1.5,1.0,2021-01-02 13:36:00,2021,1,2,13,36,5,1
150218,1.95,2.0,2021-01-02 13:39:00,2021,1,2,13,39,5,1
150219,18.7,7.0,2021-01-02 13:40:00,2021,1,2,13,40,5,1
150220,1.95,2.0,2021-01-02 13:41:00,2021,1,2,13,41,5,1
150221,1.5,1.0,2021-01-02 13:42:00,2021,1,2,13,42,5,1
150222,4.3,4.0,2021-01-02 13:44:00,2021,1,2,13,44,5,1
150223,1.15,1.0,2021-01-02 13:49:00,2021,1,2,13,49,5,1
150224,3.6,4.0,2021-01-02 13:55:00,2021,1,2,13,55,5,1
150225,1.5,1.0,2021-01-02 14:00:00,2021,1,2,14,0,5,1
150227,3.45,3.0,2021-01-03 08:48:00,2021,1,3,8,48,6,1
150228,0.45,1.0,2021-01-03 08:58:00,2021,1,3,8,58,6,1
150229,1.2,1.0,2021-01-03 09:00:00,2021,1,3,9,0,6,1
150230,12.2,7.0,2021-01-03 09:17:00,2021,1,3,9,17,6,1
150231,14.2,12.0,2021-01-03 09:18:00,2021,1,3,9,18,6,1
150232,16.2,7.0,2021-01-03 09:19:00,2021,1,3,9,19,6,1
150233,1.05,1.0,2021-01-03 09:23:00,2021,1,3,9,23,6,1
150234,9.5,2.0,2021-01-03 09:28:00,2021,1,3,9,28,6,1
150235,2.2,2.0,2021-01-03 09:29:00,2021,1,3,9,29,6,1
150236,24.8,9.0,2021-01-03 09:33:00,2021,1,3,9,33,6,1
150237,2.8000000000000003,3.0,2021-01-03 09:33:00,2021,1,3,9,33,6,1
150238,2.4,2.0,2021-01-03 09:34:00,2021,1,3,9,34,6,1
150239,11.6,10.0,2021-01-03 09:37:00,2021,1,3,9,37,6,1
150240,7.0,6.0,2021-01-03 09:38:00,2021,1,3,9,38,6,1
150241,6.0,5.0,2021-01-03 09:39:00,2021,1,3,9,39,6,1
150242,1.2,1.0,2021-01-03 09:40:00,2021,1,3,9,40,6,1
150243,2.7,3.0,2021-01-03 09:42:00,2021,1,3,9,42,6,1
150244,7.6,6.0,2021-01-03 09:50:00,2021,1,3,9,50,6,1
150245,8.5,7.0,2021-01-03 09:51:00,2021,1,3,9,51,6,1
150246,1.2,1.0,2021-01-03 09:52:00,2021,1,3,9,52,6,1
150247,8.6,2.0,2021-01-03 09:53:00,2021,1,3,9,53,6,1
150248,3.1,3.0,2021-01-03 09:58:00,2021,1,3,9,58,6,1
150249,11.85,4.0,2021-01-03 09:59:00,2021,1,3,9,59,6,1
150250,4.1,4.0,2021-01-03 10:04:00,2021,1,3,10,4,6,1
150251,2.4,2.0,2021-01-03 10:15:00,2021,1,3,10,15,6,1
150252,10.2,9.0,2021-01-03 10:24:00,2021,1,3,10,24,6,1
150253,2.1,2.0,2021-01-03 10:24:00,2021,1,3,10,24,6,1
150254,9.05,2.0,2021-01-03 10:25:00,2021,1,3,10,25,6,1
150255,2.4,2.0,2021-01-03 10:26:00,2021,1,3,10,26,6,1
150256,6.2,2.0,2021-01-03 10:27:00,2021,1,3,10,27,6,1
150257,4.8,4.0,2021-01-03 10:27:00,2021,1,3,10,27,6,1
150258,7.45,7.0,2021-01-03 10:31:00,2021,1,3,10,31,6,1
150259,0.9,1.0,2021-01-03 10:31:00,2021,1,3,10,31,6,1
150260,13.2,2.0,2021-01-03 10:32:00,2021,1,3,10,32,6,1
150261,5.9,4.0,2021-01-03 10:38:00,2021,1,3,10,38,6,1
150262,10.100000000000001,9.0,2021-01-03 10:38:00,2021,1,3,10,38,6,1
150263,5.45,6.0,2021-01-03 10:40:00,2021,1,3,10,40,6,1
150264,0.9,1.0,2021-01-03 10:41:00,2021,1,3,10,41,6,1
150265,-0.9,-1.0,2021-01-03 10:41:00,2021,1,3,10,41,6,1
150266,0.9,1.0,2021-01-03 10:41:00,2021,1,3,10,41,6,1
150267,2.4,2.0,2021-01-03 10:42:00,2021,1,3,10,42,6,1
150268,2.4,2.0,2021-01-03 10:43:00,2021,1,3,10,43,6,1
150269,0.6,1.0,2021-01-03 10:43:00,2021,1,3,10,43,6,1
150270,2.6,2.0,2021-01-03 10:43:00,2021,1,3,10,43,6,1
150271,5.3999999999999995,5.0,2021-01-03 10:45:00,2021,1,3,10,45,6,1
150272,3.0,3.0,2021-01-03 10:49:00,2021,1,3,10,49,6,1
150273,1.95,2.0,2021-01-03 10:51:00,2021,1,3,10,51,6,1
150274,5.0,1.0,2021-01-03 10:52:00,2021,1,3,10,52,6,1
150275,1.5,1.0,2021-01-03 10:52:00,2021,1,3,10,52,6,1
150276,2.35,3.0,2021-01-03 10:53:00,2021,1,3,10,53,6,1
150277,8.0,1.0,2021-01-03 10:55:00,2021,1,3,10,55,6,1
150278,11.7,10.0,2021-01-03 10:56:00,2021,1,3,10,56,6,1
150279,0.9,1.0,2021-01-03 10:56:00,2021,1,3,10,56,6,1
150280,1.05,1.0,2021-01-03 10:57:00,2021,1,3,10,57,6,1
150281,2.4,2.0,2021-01-03 10:58:00,2021,1,3,10,58,6,1
150282,1.05,1.0,2021-01-03 11:01:00,2021,1,3,11,1,6,1
150283,1.2,1.0,2021-01-03 11:04:00,2021,1,3,11,4,6,1
150284,1.25,2.0,2021-01-03 11:05:00,2021,1,3,11,5,6,1
150285,4.5,4.0,2021-01-03 11:07:00,2021,1,3,11,7,6,1
150286,1.2,1.0,2021-01-03 11:08:00,2021,1,3,11,8,6,1
150287,12.9,2.0,2021-01-03 11:09:00,2021,1,3,11,9,6,1
150288,2.4,2.0,2021-01-03 11:11:00,2021,1,3,11,11,6,1
150289,0.9,1.0,2021-01-03 11:14:00,2021,1,3,11,14,6,1
150290,3.6,3.0,2021-01-03 11:15:00,2021,1,3,11,15,6,1
150291,4.2,2.0,2021-01-03 11:16:00,2021,1,3,11,16,6,1
150292,1.2,1.0,2021-01-03 11:17:00,2021,1,3,11,17,6,1
150293,2.8499999999999996,3.0,2021-01-03 11:18:00,2021,1,3,11,18,6,1
150294,3.1500000000000004,3.0,2021-01-03 11:19:00,2021,1,3,11,19,6,1
150295,1.2,1.0,2021-01-03 11:22:00,2021,1,3,11,22,6,1
150296,1.2,1.0,2021-01-03 11:23:00,2021,1,3,11,23,6,1
150297,8.0,1.0,2021-01-03 11:24:00,2021,1,3,11,24,6,1
150298,1.2,1.0,2021-01-03 11:24:00,2021,1,3,11,24,6,1
150299,9.2,2.0,2021-01-03 11:25:00,2021,1,3,11,25,6,1
150300,7.199999999999999,6.0,2021-01-03 11:26:00,2021,1,3,11,26,6,1
150301,9.2,2.0,2021-01-03 11:27:00,2021,1,3,11,27,6,1
150302,15.6,4.0,2021-01-03 11:28:00,2021,1,3,11,28,6,1
150303,1.3,1.0,2021-01-03 11:29:00,2021,1,3,11,29,6,1
150304,3.9,4.0,2021-01-03 11:30:00,2021,1,3,11,30,6,1
150305,6.800000000000001,6.0,2021-01-03 11:30:00,2021,1,3,11,30,6,1
150306,15.4,4.0,2021-01-03 11:31:00,2021,1,3,11,31,6,1
150307,1.05,1.0,2021-01-03 11:32:00,2021,1,3,11,32,6,1
150308,12.6,2.0,2021-01-03 11:33:00,2021,1,3,11,33,6,1
150309,12.0,1.0,2021-01-03 11:35:00,2021,1,3,11,35,6,1
150310,0.9,1.0,2021-01-03 11:36:00,2021,1,3,11,36,6,1
150311,9.9,3.0,2021-01-03 11:36:00,2021,1,3,11,36,6,1
150312,0.9,1.0,2021-01-03 11:37:00,2021,1,3,11,37,6,1
150313,8.0,1.0,2021-01-03 11:38:00,2021,1,3,11,38,6,1
150314,5.65,5.0,2021-01-03 11:39:00,2021,1,3,11,39,6,1
150315,2.4,2.0,2021-01-03 11:39:00,2021,1,3,11,39,6,1
150316,4.6,4.0,2021-01-03 11:40:00,2021,1,3,11,40,6,1
150317,2.3,2.0,2021-01-03 11:41:00,2021,1,3,11,41,6,1
150318,2.4,2.0,2021-01-03 11:41:00,2021,1,3,11,41,6,1
150319,5.25,5.0,2021-01-03 11:42:00,2021,1,3,11,42,6,1
150320,1.15,1.0,2021-01-03 11:42:00,2021,1,3,11,42,6,1
150321,2.8499999999999996,3.0,2021-01-03 11:43:00,2021,1,3,11,43,6,1
150322,2.4,2.0,2021-01-03 11:44:00,2021,1,3,11,44,6,1
150323,5.300000000000001,5.0,2021-01-03 11:45:00,2021,1,3,11,45,6,1
150324,1.05,1.0,2021-01-03 11:45:00,2021,1,3,11,45,6,1
150325,2.5,2.0,2021-01-03 11:46:00,2021,1,3,11,46,6,1
150326,2.4,2.0,2021-01-03 11:46:00,2021,1,3,11,46,6,1
150327,2.4,2.0,2021-01-03 11:47:00,2021,1,3,11,47,6,1
150328,0.9,1.0,2021-01-03 11:47:00,2021,1,3,11,47,6,1
150329,1.2,1.0,2021-01-03 11:49:00,2021,1,3,11,49,6,1
150330,3.5999999999999996,3.0,2021-01-03 11:51:00,2021,1,3,11,51,6,1
150331,2.5,2.0,2021-01-03 11:53:00,2021,1,3,11,53,6,1
150332,3.55,2.0,2021-01-03 11:54:00,2021,1,3,11,54,6,1
150333,10.65,3.0,2021-01-03 11:55:00,2021,1,3,11,55,6,1
150334,2.9,3.0,2021-01-03 11:57:00,2021,1,3,11,57,6,1
150335,1.8,1.0,2021-01-03 11:58:00,2021,1,3,11,58,6,1
150336,1.05,1.0,2021-01-03 11:58:00,2021,1,3,11,58,6,1
150337,2.1,2.0,2021-01-03 11:59:00,2021,1,3,11,59,6,1
150338,12.0,1.0,2021-01-03 12:00:00,2021,1,3,12,0,6,1
150339,3.1500000000000004,3.0,2021-01-03 12:00:00,2021,1,3,12,0,6,1
150340,3.5,4.0,2021-01-03 12:02:00,2021,1,3,12,2,6,1
150341,0.9,1.0,2021-01-03 12:02:00,2021,1,3,12,2,6,1
150342,19.75,6.0,2021-01-03 12:04:00,2021,1,3,12,4,6,1
150343,14.4,3.0,2021-01-03 12:05:00,2021,1,3,12,5,6,1
150344,1.2,1.0,2021-01-03 12:05:00,2021,1,3,12,5,6,1
150345,2.55,2.0,2021-01-03 12:06:00,2021,1,3,12,6,6,1
150346,1.65,2.0,2021-01-03 12:07:00,2021,1,3,12,7,6,1
150347,6.4,3.0,2021-01-03 12:07:00,2021,1,3,12,7,6,1
150348,12.05,8.0,2021-01-03 12:09:00,2021,1,3,12,9,6,1
150349,3.3,3.0,2021-01-03 12:10:00,2021,1,3,12,10,6,1
150350,1.4,1.0,2021-01-03 12:10:00,2021,1,3,12,10,6,1
150351,2.25,3.0,2021-01-03 12:10:00,2021,1,3,12,10,6,1
150352,3.1500000000000004,3.0,2021-01-03 12:11:00,2021,1,3,12,11,6,1
150353,2.4,1.0,2021-01-03 12:11:00,2021,1,3,12,11,6,1
150354,6.4,3.0,2021-01-03 12:12:00,2021,1,3,12,12,6,1
150355,1.2,1.0,2021-01-03 12:12:00,2021,1,3,12,12,6,1
150356,9.2,2.0,2021-01-03 12:13:00,2021,1,3,12,13,6,1
150357,8.0,1.0,2021-01-03 12:14:00,2021,1,3,12,14,6,1
150358,1.2,1.0,2021-01-03 12:15:00,2021,1,3,12,15,6,1
150359,2.8499999999999996,3.0,2021-01-03 12:18:00,2021,1,3,12,18,6,1
150360,1.2,1.0,2021-01-03 12:19:00,2021,1,3,12,19,6,1
150361,1.2,1.0,2021-01-03 12:20:00,2021,1,3,12,20,6,1
150362,3.5999999999999996,3.0,2021-01-03 12:20:00,2021,1,3,12,20,6,1
150363,3.8499999999999996,3.0,2021-01-03 12:21:00,2021,1,3,12,21,6,1
150364,3.15,3.0,2021-01-03 12:22:00,2021,1,3,12,22,6,1
150365,4.0,1.0,2021-01-03 12:23:00,2021,1,3,12,23,6,1
150366,2.4,1.0,2021-01-03 12:23:00,2021,1,3,12,23,6,1
150367,0.6,1.0,2021-01-03 12:24:00,2021,1,3,12,24,6,1
150368,1.2,1.0,2021-01-03 12:24:00,2021,1,3,12,24,6,1
150369,2.15,2.0,2021-01-03 12:25:00,2021,1,3,12,25,6,1
150370,1.35,2.0,2021-01-03 12:25:00,2021,1,3,12,25,6,1
150371,12.9,2.0,2021-01-03 12:26:00,2021,1,3,12,26,6,1
150372,10.4,3.0,2021-01-03 12:27:00,2021,1,3,12,27,6,1
150373,12.0,1.0,2021-01-03 12:28:00,2021,1,3,12,28,6,1
150374,2.4,2.0,2021-01-03 12:29:00,2021,1,3,12,29,6,1
150375,10.4,3.0,2021-01-03 12:30:00,2021,1,3,12,30,6,1
150376,1.2,1.0,2021-01-03 12:30:00,2021,1,3,12,30,6,1
150377,3.0,3.0,2021-01-03 12:31:00,2021,1,3,12,31,6,1
150378,2.55,2.0,2021-01-03 12:31:00,2021,1,3,12,31,6,1
150379,3.5999999999999996,2.0,2021-01-03 12:32:00,2021,1,3,12,32,6,1
150380,13.95,3.0,2021-01-03 12:33:00,2021,1,3,12,33,6,1
150381,4.0,4.0,2021-01-03 12:34:00,2021,1,3,12,34,6,1
150382,1.2,1.0,2021-01-03 12:34:00,2021,1,3,12,34,6,1
150383,3.5999999999999996,3.0,2021-01-03 12:35:00,2021,1,3,12,35,6,1
150384,1.65,2.0,2021-01-03 12:35:00,2021,1,3,12,35,6,1
150385,1.2,1.0,2021-01-03 12:36:00,2021,1,3,12,36,6,1
150386,1.2,1.0,2021-01-03 12:37:00,2021,1,3,12,37,6,1
150387,3.5999999999999996,3.0,2021-01-03 12:37:00,2021,1,3,12,37,6,1
150388,2.15,2.0,2021-01-03 12:38:00,2021,1,3,12,38,6,1
150389,3.1500000000000004,3.0,2021-01-03 12:38:00,2021,1,3,12,38,6,1
150390,2.0,1.0,2021-01-03 12:39:00,2021,1,3,12,39,6,1
150391,1.4,1.0,2021-01-03 12:40:00,2021,1,3,12,40,6,1
150392,1.65,2.0,2021-01-03 12:41:00,2021,1,3,12,41,6,1
150393,1.65,2.0,2021-01-03 12:42:00,2021,1,3,12,42,6,1
150394,7.35,6.0,2021-01-03 12:43:00,2021,1,3,12,43,6,1
150395,1.05,1.0,2021-01-03 12:43:00,2021,1,3,12,43,6,1
