ticket_number,total_spent,total_quantity_articles,datetime,year,month,day,hour,minute,dayofweek,is_weekend
239974,2.5,1.0,2022-03-26 11:15:00,2022,3,26,11,15,5,1
239975,2.5,2.0,2022-03-26 11:16:00,2022,3,26,11,16,5,1
239976,2.5,2.0,2022-03-26 11:17:00,2022,3,26,11,17,5,1
239977,1.25,1.0,2022-03-26 11:18:00,2022,3,26,11,18,5,1
239978,1.25,1.0,2022-03-26 11:19:00,2022,3,26,11,19,5,1
239979,2.05,2.0,2022-03-26 11:22:00,2022,3,26,11,22,5,1
239980,2.5,2.0,2022-03-26 11:22:00,2022,3,26,11,22,5,1
239981,4.35,3.0,2022-03-26 11:25:00,2022,3,26,11,25,5,1
239982,0.95,1.0,2022-03-26 11:26:00,2022,3,26,11,26,5,1
239983,1.0,1.0,2022-03-26 11:28:00,2022,3,26,11,28,5,1
239984,2.65,2.0,2022-03-26 11:28:00,2022,3,26,11,28,5,1
239985,3.75,3.0,2022-03-26 11:29:00,2022,3,26,11,29,5,1
239986,3.35,2.0,2022-03-26 11:30:00,2022,3,26,11,30,5,1
239987,2.5,2.0,2022-03-26 11:32:00,2022,3,26,11,32,5,1
239988,3.0,3.0,2022-03-26 11:32:00,2022,3,26,11,32,5,1
239989,1.25,1.0,2022-03-26 11:37:00,2022,3,26,11,37,5,1
239990,5.0,1.0,2022-03-26 11:39:00,2022,3,26,11,39,5,1
239991,3.5,3.0,2022-03-26 11:40:00,2022,3,26,11,40,5,1
239992,1.25,1.0,2022-03-26 11:40:00,2022,3,26,11,40,5,1
239993,3.75,3.0,2022-03-26 11:41:00,2022,3,26,11,41,5,1
239994,9.75,4.0,2022-03-26 11:43:00,2022,3,26,11,43,5,1
239995,2.65,2.0,2022-03-26 11:44:00,2022,3,26,11,44,5,1
239996,12.0,5.0,2022-03-26 11:45:00,2022,3,26,11,45,5,1
239997,7.65,4.0,2022-03-26 11:46:00,2022,3,26,11,46,5,1
239998,1.8499999999999999,2.0,2022-03-26 11:47:00,2022,3,26,11,47,5,1
239999,1.25,1.0,2022-03-26 11:47:00,2022,3,26,11,47,5,1
240000,2.5,2.0,2022-03-26 11:48:00,2022,3,26,11,48,5,1
240001,3.45,3.0,2022-03-26 11:48:00,2022,3,26,11,48,5,1
240002,2.5,2.0,2022-03-26 11:49:00,2022,3,26,11,49,5,1
240003,4.4,4.0,2022-03-26 11:50:00,2022,3,26,11,50,5,1
240004,1.25,1.0,2022-03-26 11:51:00,2022,3,26,11,51,5,1
240005,5.0,4.0,2022-03-26 11:53:00,2022,3,26,11,53,5,1
240006,3.9,4.0,2022-03-26 11:57:00,2022,3,26,11,57,5,1
240007,2.2,1.0,2022-03-26 11:59:00,2022,3,26,11,59,5,1
240008,1.25,1.0,2022-03-26 11:59:00,2022,3,26,11,59,5,1
240009,1.25,1.0,2022-03-26 12:00:00,2022,3,26,12,0,5,1
240010,1.25,1.0,2022-03-26 12:00:00,2022,3,26,12,0,5,1
240011,1.25,1.0,2022-03-26 12:01:00,2022,3,26,12,1,5,1
240012,2.8499999999999996,3.0,2022-03-26 12:01:00,2022,3,26,12,1,5,1
240013,1.25,1.0,2022-03-26 12:03:00,2022,3,26,12,3,5,1
240014,1.95,2.0,2022-03-26 12:04:00,2022,3,26,12,4,5,1
240015,1.25,1.0,2022-03-26 12:08:00,2022,3,26,12,8,5,1
240016,2.75,2.0,2022-03-26 12:09:00,2022,3,26,12,9,5,1
240017,2.5,2.0,2022-03-26 12:09:00,2022,3,26,12,9,5,1
240018,2.5,2.0,2022-03-26 12:12:00,2022,3,26,12,12,5,1
240019,2.5,2.0,2022-03-26 12:13:00,2022,3,26,12,13,5,1
240020,1.25,1.0,2022-03-26 12:13:00,2022,3,26,12,13,5,1
240021,1.25,1.0,2022-03-26 12:15:00,2022,3,26,12,15,5,1
240022,1.25,1.0,2022-03-26 12:15:00,2022,3,26,12,15,5,1
240023,1.25,1.0,2022-03-26 12:17:00,2022,3,26,12,17,5,1
240024,1.25,1.0,2022-03-26 12:19:00,2022,3,26,12,19,5,1
240025,2.5,2.0,2022-03-26 12:22:00,2022,3,26,12,22,5,1
240026,5.95,5.0,2022-03-26 12:24:00,2022,3,26,12,24,5,1
240027,1.1,1.0,2022-03-26 12:24:00,2022,3,26,12,24,5,1
240028,2.4000000000000004,2.0,2022-03-26 12:30:00,2022,3,26,12,30,5,1
240029,5.5,5.0,2022-03-26 12:35:00,2022,3,26,12,35,5,1
240030,1.25,1.0,2022-03-26 12:37:00,2022,3,26,12,37,5,1
240031,12.950000000000001,8.0,2022-03-26 12:41:00,2022,3,26,12,41,5,1
240032,8.95,2.0,2022-03-26 12:42:00,2022,3,26,12,42,5,1
240033,11.35,4.0,2022-03-26 12:43:00,2022,3,26,12,43,5,1
240034,0.95,1.0,2022-03-26 12:46:00,2022,3,26,12,46,5,1
240035,1.25,1.0,2022-03-26 12:50:00,2022,3,26,12,50,5,1
240036,2.5,2.0,2022-03-26 12:58:00,2022,3,26,12,58,5,1
240038,5.300000000000001,3.0,2022-03-26 16:03:00,2022,3,26,16,3,5,1
240039,1.25,1.0,2022-03-26 16:07:00,2022,3,26,16,7,5,1
240040,1.25,1.0,2022-03-26 16:10:00,2022,3,26,16,10,5,1
240041,0.95,1.0,2022-03-26 16:13:00,2022,3,26,16,13,5,1
240042,5.7,3.0,2022-03-26 16:15:00,2022,3,26,16,15,5,1
240043,9.65,5.0,2022-03-26 16:30:00,2022,3,26,16,30,5,1
240044,15.2,2.0,2022-03-26 16:32:00,2022,3,26,16,32,5,1
240045,1.25,1.0,2022-03-26 16:33:00,2022,3,26,16,33,5,1
240046,3.6,2.0,2022-03-26 16:42:00,2022,3,26,16,42,5,1
240047,3.75,3.0,2022-03-26 16:46:00,2022,3,26,16,46,5,1
240048,0.95,1.0,2022-03-26 16:53:00,2022,3,26,16,53,5,1
240049,5.0,4.0,2022-03-26 16:54:00,2022,3,26,16,54,5,1
240050,5.7,2.0,2022-03-26 16:55:00,2022,3,26,16,55,5,1
240051,5.5,5.0,2022-03-26 17:01:00,2022,3,26,17,1,5,1
240052,1.6,1.0,2022-03-26 17:07:00,2022,3,26,17,7,5,1
240053,18.7,7.0,2022-03-26 17:07:00,2022,3,26,17,7,5,1
240054,3.75,3.0,2022-03-26 17:27:00,2022,3,26,17,27,5,1
240055,4.4,4.0,2022-03-26 17:32:00,2022,3,26,17,32,5,1
240056,0.95,1.0,2022-03-26 17:38:00,2022,3,26,17,38,5,1
240057,0.8,2.0,2022-03-26 17:39:00,2022,3,26,17,39,5,1
240058,4.25,3.0,2022-03-26 17:40:00,2022,3,26,17,40,5,1
240059,3.75,3.0,2022-03-26 17:44:00,2022,3,26,17,44,5,1
240060,1.3,1.0,2022-03-26 17:49:00,2022,3,26,17,49,5,1
240061,4.4,3.0,2022-03-26 17:54:00,2022,3,26,17,54,5,1
240062,1.1,1.0,2022-03-26 18:02:00,2022,3,26,18,2,5,1
240063,3.9000000000000004,3.0,2022-03-26 18:04:00,2022,3,26,18,4,5,1
240064,0.5,1.0,2022-03-26 18:10:00,2022,3,26,18,10,5,1
240065,1.3,1.0,2022-03-26 18:18:00,2022,3,26,18,18,5,1
240066,2.3,2.0,2022-03-26 18:20:00,2022,3,26,18,20,5,1
240067,1.1,1.0,2022-03-26 18:24:00,2022,3,26,18,24,5,1
240068,1.1,1.0,2022-03-26 18:32:00,2022,3,26,18,32,5,1
240069,2.6,2.0,2022-03-26 18:44:00,2022,3,26,18,44,5,1
240070,1.3,1.0,2022-03-26 18:47:00,2022,3,26,18,47,5,1
240071,3.55,3.0,2022-03-26 18:48:00,2022,3,26,18,48,5,1
240073,11.95,10.0,2022-03-27 07:36:00,2022,3,27,7,36,6,1
240074,9.2,8.0,2022-03-27 07:44:00,2022,3,27,7,44,6,1
240075,3.6,3.0,2022-03-27 07:52:00,2022,3,27,7,52,6,1
240076,3.3000000000000003,3.0,2022-03-27 08:00:00,2022,3,27,8,0,6,1
240077,1.25,1.0,2022-03-27 08:00:00,2022,3,27,8,0,6,1
240078,5.85,5.0,2022-03-27 08:01:00,2022,3,27,8,1,6,1
240079,2.4,2.0,2022-03-27 08:07:00,2022,3,27,8,7,6,1
240080,11.9,7.0,2022-03-27 08:08:00,2022,3,27,8,8,6,1
240081,1.25,1.0,2022-03-27 08:20:00,2022,3,27,8,20,6,1
240082,1.5,1.0,2022-03-27 08:37:00,2022,3,27,8,37,6,1
240083,-1.5,-1.0,2022-03-27 08:38:00,2022,3,27,8,38,6,1
240084,2.5,2.0,2022-03-27 08:38:00,2022,3,27,8,38,6,1
240085,6.800000000000001,4.0,2022-03-27 08:40:00,2022,3,27,8,40,6,1
240086,10.65,6.0,2022-03-27 08:42:00,2022,3,27,8,42,6,1
240087,13.25,11.0,2022-03-27 08:43:00,2022,3,27,8,43,6,1
240088,14.65,5.0,2022-03-27 08:46:00,2022,3,27,8,46,6,1
240089,6.5,7.0,2022-03-27 08:48:00,2022,3,27,8,48,6,1
240090,2.2,2.0,2022-03-27 08:49:00,2022,3,27,8,49,6,1
240091,5.85,5.0,2022-03-27 08:52:00,2022,3,27,8,52,6,1
240092,6.4,5.0,2022-03-27 08:57:00,2022,3,27,8,57,6,1
240093,7.3,5.0,2022-03-27 08:58:00,2022,3,27,8,58,6,1
240094,0.95,1.0,2022-03-27 08:59:00,2022,3,27,8,59,6,1
240095,1.25,1.0,2022-03-27 09:01:00,2022,3,27,9,1,6,1
240096,2.5,1.0,2022-03-27 09:04:00,2022,3,27,9,4,6,1
240097,5.9,4.0,2022-03-27 09:05:00,2022,3,27,9,5,6,1
240098,8.5,4.0,2022-03-27 09:07:00,2022,3,27,9,7,6,1
240099,7.45,6.0,2022-03-27 09:16:00,2022,3,27,9,16,6,1
240100,4.699999999999999,4.0,2022-03-27 09:17:00,2022,3,27,9,17,6,1
240101,6.6,5.0,2022-03-27 09:19:00,2022,3,27,9,19,6,1
240102,2.05,2.0,2022-03-27 09:21:00,2022,3,27,9,21,6,1
240103,1.5,1.0,2022-03-27 09:22:00,2022,3,27,9,22,6,1
240104,8.35,7.0,2022-03-27 09:27:00,2022,3,27,9,27,6,1
240105,0.95,1.0,2022-03-27 09:28:00,2022,3,27,9,28,6,1
240106,16.9,8.0,2022-03-27 09:28:00,2022,3,27,9,28,6,1
240107,8.15,7.0,2022-03-27 09:30:00,2022,3,27,9,30,6,1
240108,7.5,4.0,2022-03-27 09:31:00,2022,3,27,9,31,6,1
240109,5.75,5.0,2022-03-27 09:34:00,2022,3,27,9,34,6,1
240110,8.0,5.0,2022-03-27 09:34:00,2022,3,27,9,34,6,1
240111,0.95,1.0,2022-03-27 09:36:00,2022,3,27,9,36,6,1
240112,1.25,1.0,2022-03-27 09:36:00,2022,3,27,9,36,6,1
240113,3.2,3.0,2022-03-27 09:37:00,2022,3,27,9,37,6,1
240114,1.1,1.0,2022-03-27 09:37:00,2022,3,27,9,37,6,1
240115,0.95,1.0,2022-03-27 09:38:00,2022,3,27,9,38,6,1
240116,2.8499999999999996,3.0,2022-03-27 09:38:00,2022,3,27,9,38,6,1
240117,12.55,5.0,2022-03-27 09:40:00,2022,3,27,9,40,6,1
240118,3.45,3.0,2022-03-27 09:40:00,2022,3,27,9,40,6,1
240119,13.6,6.0,2022-03-27 09:46:00,2022,3,27,9,46,6,1
240120,3.9000000000000004,3.0,2022-03-27 09:46:00,2022,3,27,9,46,6,1
240121,13.5,10.0,2022-03-27 09:47:00,2022,3,27,9,47,6,1
240122,1.5,1.0,2022-03-27 09:48:00,2022,3,27,9,48,6,1
240123,3.75,3.0,2022-03-27 09:49:00,2022,3,27,9,49,6,1
240124,3.75,3.0,2022-03-27 09:52:00,2022,3,27,9,52,6,1
240125,2.8499999999999996,3.0,2022-03-27 09:55:00,2022,3,27,9,55,6,1
240126,4.95,5.0,2022-03-27 09:57:00,2022,3,27,9,57,6,1
240127,2.5,2.0,2022-03-27 09:57:00,2022,3,27,9,57,6,1
240128,5.0,4.0,2022-03-27 10:03:00,2022,3,27,10,3,6,1
240129,5.75,4.0,2022-03-27 10:07:00,2022,3,27,10,7,6,1
240130,21.6,20.0,2022-03-27 10:08:00,2022,3,27,10,8,6,1
240131,4.6,3.0,2022-03-27 10:10:00,2022,3,27,10,10,6,1
240132,1.25,1.0,2022-03-27 10:11:00,2022,3,27,10,11,6,1
240133,2.75,2.0,2022-03-27 10:12:00,2022,3,27,10,12,6,1
240134,0.95,1.0,2022-03-27 10:13:00,2022,3,27,10,13,6,1
240135,1.1,1.0,2022-03-27 10:14:00,2022,3,27,10,14,6,1
240136,3.75,3.0,2022-03-27 10:15:00,2022,3,27,10,15,6,1
240137,5.25,4.0,2022-03-27 10:17:00,2022,3,27,10,17,6,1
240138,12.1,10.0,2022-03-27 10:18:00,2022,3,27,10,18,6,1
240139,2.5,2.0,2022-03-27 10:24:00,2022,3,27,10,24,6,1
240140,4.300000000000001,2.0,2022-03-27 10:25:00,2022,3,27,10,25,6,1
240141,1.25,1.0,2022-03-27 10:25:00,2022,3,27,10,25,6,1
240142,2.25,3.0,2022-03-27 10:26:00,2022,3,27,10,26,6,1
240143,1.25,1.0,2022-03-27 10:27:00,2022,3,27,10,27,6,1
240144,5.5,4.0,2022-03-27 10:29:00,2022,3,27,10,29,6,1
240145,6.75,5.0,2022-03-27 10:30:00,2022,3,27,10,30,6,1
240146,2.6,1.0,2022-03-27 10:31:00,2022,3,27,10,31,6,1
240147,4.8,2.0,2022-03-27 10:34:00,2022,3,27,10,34,6,1
240148,6.95,4.0,2022-03-27 10:34:00,2022,3,27,10,34,6,1
240149,10.05,5.0,2022-03-27 10:36:00,2022,3,27,10,36,6,1
240150,0.6,2.0,2022-03-27 10:37:00,2022,3,27,10,37,6,1
240151,1.25,1.0,2022-03-27 10:37:00,2022,3,27,10,37,6,1
240152,0.95,1.0,2022-03-27 10:38:00,2022,3,27,10,38,6,1
240153,4.949999999999999,4.0,2022-03-27 10:39:00,2022,3,27,10,39,6,1
240154,1.25,1.0,2022-03-27 10:41:00,2022,3,27,10,41,6,1
240155,1.25,1.0,2022-03-27 10:42:00,2022,3,27,10,42,6,1
240156,5.0,4.0,2022-03-27 10:42:00,2022,3,27,10,42,6,1
240157,3.45,3.0,2022-03-27 10:43:00,2022,3,27,10,43,6,1
240158,1.9,2.0,2022-03-27 10:45:00,2022,3,27,10,45,6,1
240159,3.75,3.0,2022-03-27 10:46:00,2022,3,27,10,46,6,1
240160,4.8,4.0,2022-03-27 10:47:00,2022,3,27,10,47,6,1
240161,2.5,2.0,2022-03-27 10:48:00,2022,3,27,10,48,6,1
240162,3.0,3.0,2022-03-27 10:49:00,2022,3,27,10,49,6,1
240163,4.9,4.0,2022-03-27 10:50:00,2022,3,27,10,50,6,1
240164,5.05,4.0,2022-03-27 10:50:00,2022,3,27,10,50,6,1
240165,1.25,1.0,2022-03-27 10:51:00,2022,3,27,10,51,6,1
240166,0.95,1.0,2022-03-27 10:52:00,2022,3,27,10,52,6,1
240167,5.2,4.0,2022-03-27 10:54:00,2022,3,27,10,54,6,1
240168,10.7,3.0,2022-03-27 10:55:00,2022,3,27,10,55,6,1
240169,1.25,1.0,2022-03-27 10:55:00,2022,3,27,10,55,6,1
240170,2.05,2.0,2022-03-27 10:56:00,2022,3,27,10,56,6,1
240171,2.5,2.0,2022-03-27 10:57:00,2022,3,27,10,57,6,1
240172,5.949999999999999,5.0,2022-03-27 10:57:00,2022,3,27,10,57,6,1
240173,1.2999999999999998,2.0,2022-03-27 10:58:00,2022,3,27,10,58,6,1
240174,1.3,1.0,2022-03-27 10:58:00,2022,3,27,10,58,6,1
240175,2.45,2.0,2022-03-27 10:59:00,2022,3,27,10,59,6,1
240176,2.5,2.0,2022-03-27 10:59:00,2022,3,27,10,59,6,1
240177,3.65,3.0,2022-03-27 11:00:00,2022,3,27,11,0,6,1
240178,5.65,3.0,2022-03-27 11:00:00,2022,3,27,11,0,6,1
240179,4.0,3.0,2022-03-27 11:01:00,2022,3,27,11,1,6,1
240180,1.25,1.0,2022-03-27 11:02:00,2022,3,27,11,2,6,1
240181,2.5,2.0,2022-03-27 11:02:00,2022,3,27,11,2,6,1
240182,1.25,1.0,2022-03-27 11:02:00,2022,3,27,11,2,6,1
240183,1.25,1.0,2022-03-27 11:05:00,2022,3,27,11,5,6,1
240184,7.5,6.0,2022-03-27 11:06:00,2022,3,27,11,6,6,1
240185,1.25,1.0,2022-03-27 11:06:00,2022,3,27,11,6,6,1
240186,5.5,5.0,2022-03-27 11:07:00,2022,3,27,11,7,6,1
240187,5.25,4.0,2022-03-27 11:08:00,2022,3,27,11,8,6,1
240188,5.550000000000001,3.0,2022-03-27 11:08:00,2022,3,27,11,8,6,1
240189,1.25,1.0,2022-03-27 11:09:00,2022,3,27,11,9,6,1
240190,6.4,4.0,2022-03-27 11:10:00,2022,3,27,11,10,6,1
240191,2.5,2.0,2022-03-27 11:10:00,2022,3,27,11,10,6,1
240192,2.65,2.0,2022-03-27 11:11:00,2022,3,27,11,11,6,1
240193,15.3,2.0,2022-03-27 11:12:00,2022,3,27,11,12,6,1
240194,15.25,3.0,2022-03-27 11:17:00,2022,3,27,11,17,6,1
240195,0.95,1.0,2022-03-27 11:18:00,2022,3,27,11,18,6,1
240196,1.9,2.0,2022-03-27 11:18:00,2022,3,27,11,18,6,1
240197,1.9,2.0,2022-03-27 11:18:00,2022,3,27,11,18,6,1
240198,1.25,1.0,2022-03-27 11:18:00,2022,3,27,11,18,6,1
240199,5.45,3.0,2022-03-27 11:19:00,2022,3,27,11,19,6,1
240200,5.45,3.0,2022-03-27 11:20:00,2022,3,27,11,20,6,1
240201,7.5,6.0,2022-03-27 11:20:00,2022,3,27,11,20,6,1
240202,1.1,1.0,2022-03-27 11:21:00,2022,3,27,11,21,6,1
240203,3.3000000000000003,3.0,2022-03-27 11:21:00,2022,3,27,11,21,6,1
240204,12.3,7.0,2022-03-27 11:22:00,2022,3,27,11,22,6,1
240205,2.2,2.0,2022-03-27 11:23:00,2022,3,27,11,23,6,1
240206,2.5,2.0,2022-03-27 11:23:00,2022,3,27,11,23,6,1
240207,10.5,3.0,2022-03-27 11:24:00,2022,3,27,11,24,6,1
240208,2.6,1.0,2022-03-27 11:24:00,2022,3,27,11,24,6,1
240209,2.6,1.0,2022-03-27 11:25:00,2022,3,27,11,25,6,1
240210,0.95,1.0,2022-03-27 11:25:00,2022,3,27,11,25,6,1
240211,6.9,4.0,2022-03-27 11:26:00,2022,3,27,11,26,6,1
240212,3.45,3.0,2022-03-27 11:27:00,2022,3,27,11,27,6,1
240213,3.35,2.0,2022-03-27 11:27:00,2022,3,27,11,27,6,1
240214,5.85,4.0,2022-03-27 11:28:00,2022,3,27,11,28,6,1
240215,8.25,7.0,2022-03-27 11:29:00,2022,3,27,11,29,6,1
240216,3.45,2.0,2022-03-27 11:31:00,2022,3,27,11,31,6,1
240217,3.75,3.0,2022-03-27 11:33:00,2022,3,27,11,33,6,1
240218,3.85,3.0,2022-03-27 11:33:00,2022,3,27,11,33,6,1
240219,19.2,6.0,2022-03-27 11:35:00,2022,3,27,11,35,6,1
240220,4.1,4.0,2022-03-27 11:37:00,2022,3,27,11,37,6,1
240221,7.95,5.0,2022-03-27 11:37:00,2022,3,27,11,37,6,1
240222,1.25,1.0,2022-03-27 11:39:00,2022,3,27,11,39,6,1
240223,1.25,1.0,2022-03-27 11:39:00,2022,3,27,11,39,6,1
240224,5.8,5.0,2022-03-27 11:40:00,2022,3,27,11,40,6,1
240225,1.75,2.0,2022-03-27 11:40:00,2022,3,27,11,40,6,1
240226,2.0999999999999996,2.0,2022-03-27 11:41:00,2022,3,27,11,41,6,1
240227,1.25,1.0,2022-03-27 11:42:00,2022,3,27,11,42,6,1
240228,2.5,2.0,2022-03-27 11:42:00,2022,3,27,11,42,6,1
240229,3.8,4.0,2022-03-27 11:42:00,2022,3,27,11,42,6,1
240230,6.5,6.0,2022-03-27 11:43:00,2022,3,27,11,43,6,1
240231,4.0,3.0,2022-03-27 11:44:00,2022,3,27,11,44,6,1
240232,2.5,2.0,2022-03-27 11:44:00,2022,3,27,11,44,6,1
240233,1.25,1.0,2022-03-27 11:44:00,2022,3,27,11,44,6,1
240234,2.3499999999999996,3.0,2022-03-27 11:45:00,2022,3,27,11,45,6,1
240235,2.5,2.0,2022-03-27 11:45:00,2022,3,27,11,45,6,1
240236,1.25,1.0,2022-03-27 11:46:00,2022,3,27,11,46,6,1
240237,16.15,4.0,2022-03-27 11:47:00,2022,3,27,11,47,6,1
240238,5.95,5.0,2022-03-27 11:48:00,2022,3,27,11,48,6,1
240239,1.1,1.0,2022-03-27 11:48:00,2022,3,27,11,48,6,1
240240,8.4,5.0,2022-03-27 11:49:00,2022,3,27,11,49,6,1
240241,5.7,4.0,2022-03-27 11:50:00,2022,3,27,11,50,6,1
240242,2.5,2.0,2022-03-27 11:51:00,2022,3,27,11,51,6,1
240243,2.65,2.0,2022-03-27 11:52:00,2022,3,27,11,52,6,1
240244,20.0,2.0,2022-03-27 11:53:00,2022,3,27,11,53,6,1
240245,10.5,3.0,2022-03-27 11:54:00,2022,3,27,11,54,6,1
240246,2.65,2.0,2022-03-27 11:55:00,2022,3,27,11,55,6,1
240247,1.1,1.0,2022-03-27 11:56:00,2022,3,27,11,56,6,1
240248,3.35,2.0,2022-03-27 11:56:00,2022,3,27,11,56,6,1
240249,1.25,1.0,2022-03-27 11:57:00,2022,3,27,11,57,6,1
240250,2.5,2.0,2022-03-27 11:58:00,2022,3,27,11,58,6,1
240251,4.75,2.0,2022-03-27 11:58:00,2022,3,27,11,58,6,1
240252,3.05,2.0,2022-03-27 12:04:00,2022,3,27,12,4,6,1
240253,2.2,2.0,2022-03-27 12:04:00,2022,3,27,12,4,6,1
240254,1.1,1.0,2022-03-27 12:05:00,2022,3,27,12,5,6,1
240255,1.35,1.0,2022-03-27 12:05:00,2022,3,27,12,5,6,1
240256,1.1,1.0,2022-03-27 12:08:00,2022,3,27,12,8,6,1
240257,1.1,1.0,2022-03-27 12:09:00,2022,3,27,12,9,6,1
240258,8.35,7.0,2022-03-27 12:09:00,2022,3,27,12,9,6,1
240259,1.1,1.0,2022-03-27 12:10:00,2022,3,27,12,10,6,1
240260,1.3,2.0,2022-03-27 12:17:00,2022,3,27,12,17,6,1
240261,3.5,1.0,2022-03-27 12:18:00,2022,3,27,12,18,6,1
240262,5.4,3.0,2022-03-27 12:19:00,2022,3,27,12,19,6,1
240263,1.35,1.0,2022-03-27 12:19:00,2022,3,27,12,19,6,1
240264,2.6,2.0,2022-03-27 12:20:00,2022,3,27,12,20,6,1
240265,1.5,1.0,2022-03-27 12:21:00,2022,3,27,12,21,6,1
240266,1.95,2.0,2022-03-27 12:22:00,2022,3,27,12,22,6,1
240267,3.0,2.0,2022-03-27 12:22:00,2022,3,27,12,22,6,1
240268,2.05,2.0,2022-03-27 12:23:00,2022,3,27,12,23,6,1
240269,0.65,1.0,2022-03-27 12:24:00,2022,3,27,12,24,6,1
240270,8.65,6.0,2022-03-27 12:25:00,2022,3,27,12,25,6,1
240271,1.6,1.0,2022-03-27 12:25:00,2022,3,27,12,25,6,1
240272,6.25,5.0,2022-03-27 12:29:00,2022,3,27,12,29,6,1
240273,2.1,1.0,2022-03-27 12:30:00,2022,3,27,12,30,6,1
240274,1.25,1.0,2022-03-27 12:32:00,2022,3,27,12,32,6,1
240275,5.15,4.0,2022-03-27 12:32:00,2022,3,27,12,32,6,1
240276,2.05,2.0,2022-03-27 12:34:00,2022,3,27,12,34,6,1
240277,2.5,2.0,2022-03-27 12:35:00,2022,3,27,12,35,6,1
240278,24.5,11.0,2022-03-27 12:36:00,2022,3,27,12,36,6,1
240279,8.0,1.0,2022-03-27 12:38:00,2022,3,27,12,38,6,1
240280,1.8499999999999999,2.0,2022-03-27 12:43:00,2022,3,27,12,43,6,1
240281,1.9,1.0,2022-03-27 12:48:00,2022,3,27,12,48,6,1
240282,3.05,2.0,2022-03-27 12:48:00,2022,3,27,12,48,6,1
240283,8.3,1.0,2022-03-27 12:50:00,2022,3,27,12,50,6,1
240284,3.5,2.0,2022-03-27 12:51:00,2022,3,27,12,51,6,1
240285,1.95,2.0,2022-03-27 12:58:00,2022,3,27,12,58,6,1
240286,1.75,2.0,2022-03-27 13:00:00,2022,3,27,13,0,6,1
240287,1.75,2.0,2022-03-27 13:02:00,2022,3,27,13,2,6,1
240288,0.5,1.0,2022-03-27 13:05:00,2022,3,27,13,5,6,1
240290,2.4,2.0,2022-03-28 07:36:00,2022,3,28,7,36,0,0
240291,3.9,3.0,2022-03-28 07:54:00,2022,3,28,7,54,0,0
240292,1.25,1.0,2022-03-28 07:56:00,2022,3,28,7,56,0,0
240293,9.45,8.0,2022-03-28 07:56:00,2022,3,28,7,56,0,0
240294,1.9,2.0,2022-03-28 08:00:00,2022,3,28,8,0,0,0
240295,0.5,1.0,2022-03-28 08:02:00,2022,3,28,8,2,0,0
240296,5.4,4.0,2022-03-28 08:07:00,2022,3,28,8,7,0,0
240297,1.6,2.0,2022-03-28 08:18:00,2022,3,28,8,18,0,0
240298,8.5,3.0,2022-03-28 08:19:00,2022,3,28,8,19,0,0
240299,0.65,1.0,2022-03-28 08:22:00,2022,3,28,8,22,0,0
240300,8.75,7.0,2022-03-28 08:25:00,2022,3,28,8,25,0,0
240301,6.5,3.0,2022-03-28 08:27:00,2022,3,28,8,27,0,0
240302,3.0,3.0,2022-03-28 08:35:00,2022,3,28,8,35,0,0
240303,5.45,4.0,2022-03-28 08:36:00,2022,3,28,8,36,0,0
240304,2.85,2.0,2022-03-28 08:51:00,2022,3,28,8,51,0,0
240305,0.95,1.0,2022-03-28 09:02:00,2022,3,28,9,2,0,0
240306,9.600000000000001,2.0,2022-03-28 09:15:00,2022,3,28,9,15,0,0
240307,2.5,2.0,2022-03-28 09:15:00,2022,3,28,9,15,0,0
240308,1.25,1.0,2022-03-28 09:20:00,2022,3,28,9,20,0,0
240309,2.5,2.0,2022-03-28 09:24:00,2022,3,28,9,24,0,0
240310,0.95,1.0,2022-03-28 09:25:00,2022,3,28,9,25,0,0
240311,1.25,1.0,2022-03-28 09:26:00,2022,3,28,9,26,0,0
240312,1.25,1.0,2022-03-28 09:28:00,2022,3,28,9,28,0,0
240313,1.25,1.0,2022-03-28 09:29:00,2022,3,28,9,29,0,0
240314,3.2,3.0,2022-03-28 09:40:00,2022,3,28,9,40,0,0
240315,1.25,1.0,2022-03-28 09:45:00,2022,3,28,9,45,0,0
240316,3.15,3.0,2022-03-28 09:49:00,2022,3,28,9,49,0,0
240317,1.25,1.0,2022-03-28 10:03:00,2022,3,28,10,3,0,0
240318,3.55,3.0,2022-03-28 10:05:00,2022,3,28,10,5,0,0
240319,5.0,1.0,2022-03-28 10:09:00,2022,3,28,10,9,0,0
240320,0.95,1.0,2022-03-28 10:09:00,2022,3,28,10,9,0,0
240321,1.25,1.0,2022-03-28 10:10:00,2022,3,28,10,10,0,0
240322,4.1,5.0,2022-03-28 10:11:00,2022,3,28,10,11,0,0
240324,7.0,1.0,2022-03-28 10:14:00,2022,3,28,10,14,0,0
240325,2.05,2.0,2022-03-28 10:16:00,2022,3,28,10,16,0,0
240326,7.0,1.0,2022-03-28 10:16:00,2022,3,28,10,16,0,0
240327,0.65,1.0,2022-03-28 10:18:00,2022,3,28,10,18,0,0
240328,5.0,1.0,2022-03-28 10:18:00,2022,3,28,10,18,0,0
240329,0.65,1.0,2022-03-28 10:20:00,2022,3,28,10,20,0,0
240330,1.3,2.0,2022-03-28 10:27:00,2022,3,28,10,27,0,0
240331,1.25,1.0,2022-03-28 10:29:00,2022,3,28,10,29,0,0
240332,1.5,1.0,2022-03-28 10:30:00,2022,3,28,10,30,0,0
