date,BAGUETTE,BANETTE,BOULE 400G,CAMPAGNE,CEREAL BAGUETTE,COOKIE,CROISSANT,ECLAIR,PAIN AU CHOCOLAT,SPECIAL BREAD,TARTELETTE,TRADITIONAL BAGUETTE
2021-04-14,16.0,25.0,3.0,2.0,19.0,8.0,27.0,3.0,12.0,7.0,3.0,117.0
2021-04-15,24.0,38.0,4.0,10.0,13.0,9.0,12.0,4.0,14.0,6.0,5.0,138.0
2021-04-16,35.0,29.0,7.0,9.0,20.0,6.0,33.0,6.0,38.0,10.0,9.0,169.0
2021-04-17,33.0,30.0,6.0,8.0,20.0,8.0,71.0,10.0,46.0,6.0,2.0,217.0
2021-04-18,41.0,55.0,21.0,16.0,20.0,6.0,95.0,26.0,82.0,19.0,27.0,329.0
2021-04-19,27.0,27.0,7.0,4.0,20.0,5.0,28.0,0.0,19.0,4.0,2.0,136.0
2021-04-20,29.0,25.0,8.0,10.0,21.0,4.0,37.0,6.0,41.0,10.0,2.0,210.0
2021-04-21,25.0,26.0,4.0,6.0,15.0,6.0,31.0,1.0,21.0,4.0,3.0,161.0
2021-04-22,30.0,44.0,10.0,10.0,20.0,11.0,26.0,12.0,30.0,11.0,5.0,199.0
2021-04-23,34.0,35.0,4.0,7.0,15.0,3.0,28.0,1.0,27.0,7.0,4.0,176.0
2021-04-24,41.0,44.0,7.0,4.0,17.0,6.0,66.0,9.0,50.0,13.0,8.0,264.0
2021-04-25,53.0,47.0,7.0,10.0,28.0,4.0,114.0,29.0,94.0,13.0,22.0,294.0
2021-04-26,26.0,38.0,7.0,5.0,11.0,10.0,36.0,0.0,38.0,5.0,7.0,136.0
2021-04-27,32.0,34.0,6.0,3.0,6.0,5.0,29.0,0.0,20.0,10.0,5.0,106.0
2021-04-28,23.0,25.0,4.0,8.0,10.0,8.0,28.0,6.0,18.0,6.0,5.0,140.0
2021-04-29,28.0,27.0,3.0,10.0,10.0,5.0,23.0,2.0,25.0,4.0,7.0,130.0
2021-04-30,25.0,28.0,6.0,4.0,10.0,7.0,30.0,6.0,17.0,6.0,3.0,135.0
2021-05-01,31.0,51.0,5.0,11.0,19.0,5.0,55.0,16.0,35.0,7.0,6.0,244.0
2021-05-02,48.0,54.0,13.0,11.0,15.0,7.0,79.0,12.0,73.0,4.0,15.0,301.0
2021-05-03,29.0,29.0,8.0,5.0,10.0,7.0,40.0,8.0,26.0,8.0,3.0,156.0
2021-05-04,26.0,28.0,5.0,7.0,8.0,6.0,16.0,3.0,17.0,8.0,4.0,164.0
2021-05-05,30.0,31.0,6.0,5.0,6.0,6.0,47.0,2.0,32.0,7.0,4.0,169.0
2021-05-06,22.0,28.0,3.0,7.0,10.0,3.0,19.0,8.0,27.0,8.0,6.0,137.0
2021-05-07,29.0,38.0,8.0,8.0,10.0,7.0,32.0,0.0,25.0,7.0,14.0,131.0
2021-05-08,52.0,49.0,14.0,9.0,28.0,8.0,64.0,12.0,73.0,14.0,20.0,247.0
2021-05-09,45.0,57.0,15.0,15.0,28.0,8.0,86.0,22.0,49.0,15.0,44.0,327.0
2021-05-10,26.0,26.0,12.0,4.0,10.0,6.0,26.0,9.0,21.0,7.0,12.0,166.0
2021-05-11,39.0,30.0,9.0,1.0,9.0,5.0,19.0,4.0,30.0,9.0,4.0,145.0
2021-05-12,41.0,37.0,9.0,11.0,16.0,5.0,28.0,5.0,25.0,10.0,16.0,242.0
2021-05-13,57.0,50.0,12.0,16.0,21.0,3.0,66.0,17.0,65.0,16.0,11.0,371.0
2021-05-14,65.0,72.0,8.0,11.0,31.0,8.0,109.0,20.0,110.0,20.0,8.0,416.0
2021-05-15,83.0,64.0,13.0,6.0,20.0,9.0,112.0,11.0,123.0,19.0,19.0,482.0
2021-05-16,73.0,53.0,16.0,15.0,19.0,8.0,189.0,24.0,144.0,16.0,44.0,423.0
2021-05-21,22.0,25.0,3.0,9.0,8.0,5.0,22.0,6.0,17.0,7.0,2.0,101.0
2021-05-22,44.0,42.0,2.0,10.0,16.0,5.0,87.0,7.0,63.0,10.0,8.0,277.0
2021-05-23,68.0,93.0,12.0,15.0,14.0,12.0,137.0,28.0,100.0,15.0,28.0,406.0
2021-05-24,51.0,51.0,8.0,15.0,18.0,9.0,112.0,17.0,107.0,14.0,14.0,349.0
2021-05-25,37.0,34.0,7.0,5.0,17.0,5.0,32.0,4.0,30.0,9.0,10.0,139.0
2021-05-26,19.0,30.0,6.0,5.0,11.0,2.0,8.0,3.0,8.0,8.0,7.0,128.0
2021-05-27,32.0,40.0,2.0,5.0,6.0,4.0,21.0,4.0,12.0,9.0,1.0,120.0
2021-05-28,19.0,35.0,7.0,6.0,9.0,12.0,12.0,6.0,23.0,8.0,3.0,148.0
2021-05-29,50.0,54.0,8.0,11.0,1.0,10.0,68.0,0.0,49.0,8.0,3.0,233.0
2021-05-30,55.0,43.0,13.0,15.0,15.0,6.0,106.0,18.0,78.0,13.0,21.0,324.0
2021-05-31,27.0,36.0,8.0,8.0,10.0,3.0,22.0,4.0,19.0,8.0,0.0,126.0
2021-06-01,29.0,30.0,7.0,2.0,9.0,2.0,30.0,1.0,9.0,8.0,2.0,151.0
2021-06-02,20.0,30.0,3.0,5.0,13.0,4.0,23.0,3.0,21.0,6.0,2.0,86.0
2021-06-03,19.0,20.0,1.0,4.0,6.0,4.0,14.0,8.0,14.0,5.0,3.0,117.0
2021-06-04,31.0,36.0,4.0,8.0,11.0,3.0,45.0,5.0,42.0,8.0,8.0,152.0
2021-06-05,70.0,48.0,7.0,4.0,16.0,5.0,72.0,12.0,46.0,10.0,12.0,177.0
2021-06-06,78.0,46.0,15.0,6.0,24.0,15.0,112.0,13.0,93.0,14.0,21.0,329.0
2021-06-07,28.0,30.0,8.0,4.0,17.0,5.0,23.0,0.0,16.0,5.0,1.0,116.0
2021-06-08,29.0,30.0,5.0,3.0,8.0,9.0,38.0,7.0,30.0,8.0,7.0,115.0
2021-06-09,24.0,17.0,8.0,1.0,15.0,1.0,30.0,5.0,34.0,7.0,3.0,104.0
2021-06-10,29.0,34.0,2.0,7.0,10.0,7.0,23.0,3.0,36.0,7.0,4.0,111.0
2021-06-11,22.0,36.0,6.0,2.0,11.0,3.0,40.0,7.0,32.0,8.0,7.0,108.0
2021-06-12,40.0,32.0,7.0,8.0,14.0,2.0,62.0,3.0,67.0,9.0,1.0,223.0
2021-06-13,54.0,48.0,15.0,10.0,24.0,11.0,110.0,7.0,112.0,15.0,18.0,379.0
2021-06-14,39.0,33.0,8.0,8.0,20.0,2.0,27.0,0.0,28.0,9.0,0.0,135.0
2021-06-15,19.0,34.0,5.0,5.0,14.0,11.0,32.0,2.0,30.0,8.0,1.0,112.0
2021-06-16,22.0,30.0,6.0,7.0,7.0,10.0,38.0,3.0,21.0,6.0,4.0,136.0
2021-06-17,28.0,30.0,8.0,3.0,12.0,6.0,17.0,4.0,23.0,5.0,2.0,110.0
2021-06-18,25.0,33.0,6.0,6.0,13.0,11.0,27.0,0.0,20.0,6.0,9.0,121.0
2021-06-19,50.0,42.0,3.0,10.0,26.0,2.0,46.0,5.0,46.0,9.0,4.0,213.0
2021-06-20,60.0,48.0,12.0,10.0,26.0,9.0,120.0,12.0,86.0,10.0,25.0,324.0
2021-06-21,38.0,29.0,8.0,6.0,16.0,8.0,34.0,5.0,10.0,6.0,3.0,173.0
2021-06-22,35.0,25.0,4.0,6.0,14.0,10.0,13.0,10.0,30.0,4.0,9.0,127.0
2021-06-23,22.0,23.0,8.0,5.0,13.0,8.0,18.0,6.0,9.0,7.0,7.0,124.0
2021-06-24,34.0,36.0,5.0,9.0,19.0,9.0,32.0,4.0,22.0,10.0,7.0,143.0
2021-06-25,23.0,24.0,8.0,7.0,13.0,5.0,33.0,5.0,33.0,9.0,9.0,138.0
2021-06-26,50.0,33.0,9.0,4.0,30.0,7.0,67.0,6.0,48.0,7.0,1.0,217.0
2021-06-27,51.0,54.0,11.0,12.0,32.0,11.0,123.0,18.0,84.0,13.0,21.0,358.0
2021-06-28,18.0,19.0,8.0,5.0,15.0,1.0,29.0,0.0,23.0,5.0,0.0,155.0
2021-06-29,27.0,23.0,4.0,6.0,6.0,4.0,22.0,5.0,16.0,7.0,5.0,130.0
2021-06-30,21.0,29.0,4.0,7.0,10.0,2.0,19.0,4.0,13.0,7.0,0.0,157.0
2021-07-01,27.0,30.0,7.0,11.0,12.0,6.0,29.0,0.0,34.0,8.0,9.0,140.0
2021-07-02,21.0,36.0,6.0,4.0,10.0,3.0,28.0,4.0,41.0,10.0,5.0,137.0
2021-07-03,35.0,41.0,8.0,21.0,17.0,9.0,62.0,8.0,46.0,12.0,7.0,268.0
2021-07-04,58.0,68.0,9.0,14.0,21.0,7.0,102.0,22.0,79.0,11.0,23.0,325.0
2021-07-05,34.0,39.0,5.0,9.0,17.0,10.0,35.0,3.0,22.0,10.0,13.0,198.0
2021-07-06,37.0,32.0,8.0,6.0,19.0,11.0,47.0,13.0,30.0,8.0,6.0,169.0
2021-07-07,40.0,28.0,5.0,4.0,11.0,4.0,29.0,8.0,36.0,8.0,9.0,200.0
2021-07-08,33.0,41.0,7.0,10.0,15.0,10.0,42.0,8.0,25.0,12.0,5.0,210.0
2021-07-09,36.0,48.0,11.0,11.0,11.0,8.0,50.0,7.0,37.0,12.0,9.0,209.0
2021-07-10,36.0,56.0,14.0,16.0,25.0,7.0,77.0,7.0,66.0,10.0,1.0,351.0
2021-07-11,75.0,87.0,19.0,15.0,21.0,5.0,133.0,30.0,93.0,24.0,24.0,438.0
2021-07-12,49.0,80.0,16.0,10.0,27.0,15.0,63.0,3.0,59.0,15.0,5.0,345.0
2021-07-13,50.0,51.0,8.0,8.0,24.0,11.0,55.0,6.0,42.0,12.0,9.0,291.0
2021-07-14,63.0,79.0,17.0,14.0,30.0,5.0,91.0,17.0,70.0,20.0,14.0,403.0
2021-07-15,49.0,59.0,14.0,13.0,30.0,13.0,82.0,4.0,59.0,13.0,7.0,335.0
2021-07-16,62.0,71.0,13.0,10.0,22.0,3.0,64.0,2.0,65.0,16.0,9.0,274.0
2021-07-17,55.0,80.0,13.0,15.0,30.0,7.0,142.0,9.0,103.0,14.0,4.0,464.0
2021-07-18,105.0,82.0,31.0,19.0,19.0,1.0,186.0,10.0,120.0,22.0,12.0,246.0
2021-07-19,42.0,73.0,24.0,23.0,31.0,1.0,116.0,8.0,43.0,19.0,9.0,336.0
2021-07-20,56.0,74.0,6.0,5.0,19.0,11.0,85.0,5.0,65.0,16.0,6.0,314.0
2021-07-21,55.0,67.0,6.0,18.0,25.0,8.0,66.0,11.0,32.0,16.0,7.0,294.0
2021-07-22,62.0,69.0,19.0,14.0,24.0,13.0,58.0,10.0,68.0,19.0,9.0,226.0
2021-07-23,56.0,73.0,8.0,8.0,16.0,10.0,73.0,4.0,74.0,16.0,30.0,258.0
2021-07-24,59.0,81.0,13.0,14.0,25.0,12.0,118.0,11.0,112.0,13.0,8.0,384.0
2021-07-25,89.0,81.0,19.0,20.0,25.0,7.0,149.0,15.0,112.0,22.0,35.0,439.0
2021-07-26,56.0,80.0,16.0,12.0,23.0,8.0,73.0,11.0,44.0,20.0,13.0,357.0
2021-07-27,39.0,74.0,17.0,17.0,28.0,10.0,59.0,1.0,35.0,19.0,2.0,289.0
2021-07-28,48.0,79.0,8.0,7.0,25.0,13.0,93.0,7.0,64.0,12.0,4.0,311.0
2021-07-29,56.0,87.0,12.0,10.0,21.0,9.0,53.0,9.0,40.0,7.0,6.0,315.0
2021-07-30,63.0,67.0,14.0,9.0,17.0,5.0,53.0,6.0,61.0,11.0,8.0,312.0
2021-07-31,53.0,86.0,12.0,14.0,20.0,10.0,83.0,7.0,88.0,15.0,13.0,394.0
2021-08-01,78.0,83.0,16.0,14.0,22.0,6.0,135.0,24.0,104.0,22.0,24.0,489.0
2021-08-02,69.0,88.0,16.0,17.0,21.0,3.0,113.0,10.0,109.0,14.0,10.0,357.0
2021-08-03,84.0,91.0,18.0,19.0,30.0,11.0,103.0,15.0,96.0,22.0,17.0,338.0
2021-08-04,57.0,56.0,9.0,10.0,25.0,16.0,58.0,8.0,74.0,15.0,4.0,336.0
2021-08-05,46.0,60.0,14.0,15.0,23.0,10.0,62.0,9.0,55.0,17.0,12.0,376.0
2021-08-06,51.0,64.0,3.0,14.0,19.0,21.0,71.0,17.0,74.0,20.0,6.0,317.0
2021-08-07,64.0,94.0,11.0,15.0,20.0,11.0,76.0,11.0,54.0,20.0,10.0,450.0
2021-08-08,88.0,80.0,20.0,16.0,24.0,7.0,162.0,22.0,117.0,20.0,25.0,526.0
2021-08-09,69.0,64.0,23.0,15.0,25.0,13.0,113.0,2.0,97.0,16.0,15.0,450.0
2021-08-10,58.0,65.0,15.0,12.0,24.0,15.0,71.0,8.0,59.0,13.0,10.0,377.0
2021-08-11,69.0,85.0,2.0,14.0,24.0,13.0,109.0,2.0,68.0,16.0,11.0,449.0
2021-08-12,80.0,75.0,16.0,15.0,26.0,18.0,112.0,6.0,91.0,15.0,17.0,464.0
2021-08-13,56.0,77.0,12.0,9.0,22.0,17.0,93.0,4.0,94.0,5.0,6.0,368.0
2021-08-14,64.0,79.0,8.0,15.0,27.0,24.0,106.0,5.0,98.0,15.0,14.0,531.0
2021-08-15,103.0,127.0,20.0,18.0,22.0,19.0,186.0,24.0,189.0,19.0,29.0,539.0
2021-08-16,53.0,84.0,15.0,13.0,22.0,17.0,75.0,3.0,54.0,15.0,13.0,482.0
2021-08-17,55.0,45.0,9.0,12.0,23.0,11.0,76.0,8.0,63.0,9.0,9.0,340.0
2021-08-18,55.0,66.0,7.0,13.0,19.0,14.0,77.0,9.0,56.0,14.0,14.0,436.0
2021-08-19,53.0,78.0,15.0,14.0,25.0,8.0,68.0,6.0,72.0,13.0,18.0,389.0
2021-08-20,55.0,48.0,2.0,11.0,16.0,10.0,84.0,2.0,65.0,9.0,4.0,313.0
2021-08-21,74.0,85.0,8.0,20.0,20.0,10.0,137.0,9.0,119.0,16.0,19.0,416.0
2021-08-22,68.0,73.0,14.0,13.0,20.0,10.0,144.0,27.0,154.0,15.0,15.0,478.0
2021-08-23,69.0,64.0,10.0,13.0,20.0,5.0,74.0,2.0,60.0,15.0,10.0,297.0
2021-08-24,81.0,50.0,10.0,11.0,14.0,13.0,76.0,12.0,43.0,15.0,6.0,282.0
2021-08-25,55.0,49.0,9.0,11.0,20.0,10.0,37.0,0.0,23.0,8.0,9.0,295.0
2021-08-26,65.0,62.0,13.0,15.0,18.0,14.0,80.0,8.0,72.0,11.0,9.0,322.0
2021-08-27,38.0,49.0,9.0,9.0,16.0,12.0,43.0,7.0,34.0,8.0,14.0,253.0
2021-08-28,65.0,55.0,15.0,13.0,19.0,18.0,78.0,13.0,67.0,11.0,9.0,291.0
2021-08-29,76.0,65.0,20.0,15.0,23.0,12.0,100.0,12.0,74.0,16.0,25.0,392.0
2021-08-30,33.0,45.0,8.0,10.0,19.0,9.0,60.0,9.0,36.0,8.0,8.0,207.0
2021-08-31,35.0,41.0,6.0,5.0,12.0,6.0,48.0,3.0,52.0,6.0,12.0,151.0
2021-09-01,33.0,29.0,8.0,3.0,16.0,3.0,37.0,3.0,16.0,9.0,11.0,168.0
2021-09-02,29.0,44.0,7.0,6.0,19.0,4.0,47.0,4.0,22.0,2.0,9.0,155.0
2021-09-03,36.0,28.0,7.0,5.0,14.0,5.0,38.0,3.0,38.0,8.0,14.0,187.0
2021-09-04,49.0,43.0,19.0,21.0,15.0,11.0,70.0,3.0,66.0,10.0,6.0,264.0
2021-09-05,76.0,63.0,11.0,11.0,31.0,9.0,112.0,19.0,77.0,9.0,30.0,251.0
2021-09-06,38.0,35.0,4.0,8.0,10.0,3.0,40.0,3.0,18.0,10.0,1.0,159.0
2021-09-07,47.0,44.0,2.0,8.0,12.0,6.0,26.0,3.0,27.0,9.0,7.0,133.0
2021-09-08,18.0,35.0,5.0,4.0,11.0,1.0,33.0,4.0,27.0,10.0,7.0,163.0
2021-09-09,39.0,38.0,1.0,6.0,5.0,2.0,41.0,9.0,12.0,10.0,2.0,168.0
2021-09-10,32.0,25.0,10.0,7.0,10.0,4.0,31.0,7.0,24.0,8.0,4.0,133.0
2021-09-11,67.0,39.0,15.0,11.0,18.0,4.0,71.0,9.0,33.0,15.0,5.0,222.0
2021-09-12,68.0,53.0,12.0,14.0,12.0,5.0,118.0,19.0,89.0,14.0,24.0,278.0
2021-09-13,47.0,33.0,7.0,10.0,17.0,10.0,23.0,0.0,31.0,11.0,0.0,164.0
2021-09-14,24.0,29.0,7.0,4.0,7.0,9.0,24.0,3.0,23.0,2.0,4.0,105.0
2021-09-15,24.0,21.0,4.0,3.0,12.0,8.0,28.0,9.0,20.0,7.0,10.0,115.0
2021-09-16,37.0,39.0,7.0,5.0,10.0,4.0,26.0,1.0,23.0,2.0,7.0,107.0
2021-09-17,29.0,35.0,1.0,5.0,11.0,6.0,23.0,4.0,30.0,4.0,4.0,111.0
2021-09-18,48.0,43.0,16.0,6.0,30.0,1.0,52.0,3.0,43.0,9.0,15.0,179.0
2021-09-19,39.0,43.0,9.0,7.0,28.0,7.0,88.0,8.0,43.0,11.0,15.0,227.0
2021-09-20,29.0,31.0,7.0,7.0,12.0,0.0,34.0,3.0,23.0,5.0,9.0,165.0
2021-09-21,24.0,28.0,7.0,6.0,11.0,10.0,21.0,4.0,23.0,5.0,11.0,135.0
2021-09-22,3.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0
2021-09-23,27.0,30.0,3.0,6.0,8.0,2.0,33.0,6.0,31.0,3.0,2.0,113.0
2021-09-24,43.0,39.0,8.0,9.0,20.0,3.0,20.0,3.0,32.0,9.0,7.0,109.0
2021-09-25,42.0,57.0,12.0,24.0,20.0,7.0,57.0,3.0,45.0,7.0,2.0,197.0
2021-09-26,45.0,41.0,14.0,7.0,16.0,7.0,95.0,7.0,67.0,11.0,17.0,212.0
2021-09-27,24.0,19.0,5.0,3.0,5.0,8.0,18.0,2.0,19.0,1.0,0.0,113.0
2021-09-28,27.0,17.0,3.0,4.0,16.0,1.0,21.0,0.0,27.0,4.0,1.0,93.0
2021-09-29,17.0,27.0,6.0,4.0,7.0,1.0,19.0,2.0,27.0,6.0,5.0,108.0
2021-09-30,22.0,24.0,3.0,3.0,11.0,1.0,26.0,0.0,19.0,6.0,7.0,99.0
2021-10-01,27.0,25.0,6.0,2.0,10.0,4.0,21.0,4.0,24.0,3.0,5.0,112.0
2021-10-02,32.0,14.0,7.0,4.0,9.0,5.0,45.0,6.0,42.0,4.0,9.0,138.0
2021-10-03,41.0,31.0,8.0,5.0,9.0,11.0,73.0,22.0,48.0,8.0,18.0,186.0
2021-10-04,29.0,25.0,6.0,3.0,5.0,7.0,20.0,1.0,22.0,7.0,0.0,123.0
2021-10-05,24.0,13.0,7.0,2.0,3.0,5.0,14.0,4.0,23.0,2.0,2.0,96.0
2021-10-06,21.0,21.0,3.0,4.0,3.0,9.0,18.0,0.0,23.0,5.0,9.0,109.0
2021-10-07,33.0,30.0,8.0,5.0,3.0,7.0,29.0,0.0,27.0,6.0,17.0,100.0
2021-10-08,24.0,30.0,8.0,10.0,8.0,10.0,22.0,8.0,27.0,6.0,10.0,119.0
2021-10-09,44.0,44.0,8.0,5.0,8.0,3.0,41.0,9.0,38.0,9.0,11.0,177.0
2021-10-10,48.0,49.0,9.0,9.0,8.0,7.0,95.0,18.0,70.0,9.0,14.0,240.0
2021-10-11,28.0,16.0,4.0,5.0,4.0,0.0,31.0,0.0,22.0,5.0,7.0,110.0
2021-10-12,15.0,16.0,2.0,2.0,9.0,4.0,16.0,0.0,17.0,3.0,0.0,72.0
2021-10-13,11.0,18.0,2.0,2.0,6.0,0.0,22.0,9.0,24.0,3.0,4.0,93.0
2021-10-14,21.0,16.0,5.0,5.0,8.0,2.0,16.0,2.0,15.0,1.0,4.0,92.0
2021-10-15,18.0,10.0,2.0,3.0,3.0,2.0,43.0,0.0,31.0,4.0,4.0,83.0
